sequenceID	source.name	species	serotype	coverage_category	length
AX496931	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX496933	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX496935	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
AX496937	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX496939	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX496941	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
AX496943	ncbi-nuccore-aav-short	Primate1	-	NS	1872
AX496945	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX496947	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX496949	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
AX496951	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
AX496953	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
AX703440	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX703442	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX703444	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
AX703446	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX703448	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX703450	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
AX703452	ncbi-nuccore-aav-short	Primate1	-	NS	1872
AX703454	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX703456	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX703458	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
AX703460	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
AX703462	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
AX720880	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX720882	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX720884	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
AX720886	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX720888	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX720890	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
AX720892	ncbi-nuccore-aav-short	Primate1	-	NS	1872
AX720894	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX720896	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX720898	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
AX720900	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
AX720902	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
AX753362	ncbi-nuccore-aav-short	Primate1	-	VP	255
AX753363	ncbi-nuccore-aav-short	Primate1	-	VP	258
AX753364	ncbi-nuccore-aav-short	Primate1	-	VP	255
AX925269	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX925271	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX925273	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
AX925275	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX925277	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX925279	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
AX925281	ncbi-nuccore-aav-short	Primate1	-	NS	1872
AX925283	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX925285	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX925287	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
AX925289	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
AX925291	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
AX925528	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX925530	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
AX925532	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
AX925534	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX925536	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
AX925538	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
AX925540	ncbi-nuccore-aav-short	Primate1	-	NS	1872
AX925542	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX925544	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
AX925546	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
AX925548	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
AX925550	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
AY530553	ncbi-nuccore-aav-short	Primate1	-	VP	2196
AY530554	ncbi-nuccore-aav-short	Primate1	-	VP	2196
AY530555	ncbi-nuccore-aav-short	Primate1	-	VP	2196
AY530556	ncbi-nuccore-aav-short	Primate1	AAV9	VP	2214
AY530557	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530558	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530559	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530560	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
AY530561	ncbi-nuccore-aav-short	Primate1	-	VP	2214
AY530562	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530563	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530564	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530565	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530566	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530567	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
AY530568	ncbi-nuccore-aav-short	Primate1	-	VP	2214
AY530569	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530570	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530571	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530572	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530573	ncbi-nuccore-aav-short	Primate1	-	VP	2214
AY530574	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530575	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530576	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530577	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530578	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530579	ncbi-nuccore-aav-short	Primate1	-	VP	2211
AY530580	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530581	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530582	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530583	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530584	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530585	ncbi-nuccore-aav-short	Primate1	-	VP	2209
AY530586	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530587	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530588	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530589	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530590	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530591	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530592	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530593	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530594	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530595	ncbi-nuccore-aav-short	Primate1	-	VP	2211
AY530596	ncbi-nuccore-aav-short	Primate1	-	VP	2211
AY530597	ncbi-nuccore-aav-short	Primate1	-	VP	2211
AY530598	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530599	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530600	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530601	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530602	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530603	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530604	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530605	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530606	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2214
AY530607	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
AY530608	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530609	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
AY530610	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530611	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
AY530612	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530613	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530614	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
AY530615	ncbi-nuccore-aav-short	Primate1	-	VP	2205
AY530616	ncbi-nuccore-aav-short	Primate1	-	VP	2205
AY530617	ncbi-nuccore-aav-short	Primate1	-	VP	2205
AY530618	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530619	ncbi-nuccore-aav-short	Primate1	-	VP	2205
AY530620	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530621	ncbi-nuccore-aav-short	Primate1	-	VP	2217
AY530622	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530623	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530624	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530625	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530626	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530627	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
AY530628	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY530629	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY683556	ncbi-nuccore-aav-short	-	-	VP	201
AY683557	ncbi-nuccore-aav-short	-	-	VP	201
AY683558	ncbi-nuccore-aav-short	-	-	VP	201
AY695370	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY695377	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY695378	ncbi-nuccore-aav-short	Primate1	-	VP	2208
AY724675	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2209
BD293508	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
BD293509	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1866
BD293510	ncbi-nuccore-aav-short	Primate1	AAV4	NS	1872
BD293511	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
BD293512	ncbi-nuccore-aav-short	Primate1	AAV3	NS	1875
BD293513	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
BD293514	ncbi-nuccore-aav-short	Primate1	-	NS	1872
BD293515	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
BD293516	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
BD293518	ncbi-nuccore-aav-short	Mammalian1	AAV5	NS	1833
BD293519	ncbi-nuccore-aav-short	Primate1	AAV2	NS	939
BD405234	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
CS020525	ncbi-nuccore-aav-short	Primate1	AAV2	-	166
CS274777	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
CS274778	ncbi-nuccore-aav-short	-	-	-	169
CS274780	ncbi-nuccore-aav-short	Primate1	AAV1	-	145
CS274781	ncbi-nuccore-aav-short	Primate1	AAV3	-	145
CS274782	ncbi-nuccore-aav-short	Primate1	AAV4	-	145
CS274787	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
DI228341	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
DI228342	ncbi-nuccore-aav-short	Primate1	-	-	146
DI243767	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
DI243768	ncbi-nuccore-aav-short	Primate1	-	-	145
DI347740	ncbi-nuccore-aav-short	Primate1	-	-	168
DI392356	ncbi-nuccore-aav-short	Primate1	-	-	144
DI392357	ncbi-nuccore-aav-short	Primate1	-	-	145
DI393759	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
DI393760	ncbi-nuccore-aav-short	Primate1	AAV2	-	144
DJ334181	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2172
DJ334182	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2181
DJ352920	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2225
DL191568	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
DL191569	ncbi-nuccore-aav-short	-	-	-	169
DL191571	ncbi-nuccore-aav-short	Primate1	AAV1	-	145
DL191572	ncbi-nuccore-aav-short	Primate1	AAV3	-	145
DL191573	ncbi-nuccore-aav-short	Primate1	AAV4	-	145
DL191578	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
EU368909	ncbi-nuccore-aav-short	Primate1	-	VP	2208
EU368910	ncbi-nuccore-aav-short	Primate1	-	VP	2208
EU368911	ncbi-nuccore-aav-short	Primate1	-	VP	2208
EU368912	ncbi-nuccore-aav-short	Primate1	-	VP	2205
EU368913	ncbi-nuccore-aav-short	Primate1	-	VP	2184
EU368914	ncbi-nuccore-aav-short	Primate1	-	VP	2184
EU368915	ncbi-nuccore-aav-short	Primate1	-	VP	2205
EU368916	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
EU368917	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
EU368918	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
EU368919	ncbi-nuccore-aav-short	Primate1	-	VP	2214
EU368920	ncbi-nuccore-aav-short	Primate1	-	VP	2187
EU368921	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2214
EU368922	ncbi-nuccore-aav-short	Primate1	-	VP	2214
EU368923	ncbi-nuccore-aav-short	Primate1	-	VP	2211
EU368924	ncbi-nuccore-aav-short	Primate1	-	VP	2214
EU368925	ncbi-nuccore-aav-short	Primate1	-	VP	2208
EU368926	ncbi-nuccore-aav-short	Primate1	AAV11	VP	2199
FB292911	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1872
FB292913	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1641
FB292915	ncbi-nuccore-aav-short	Primate1	AAV1	NS	1200
FB292917	ncbi-nuccore-aav-short	Primate1	AAV1	NS	969
FB292919	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
FB292921	ncbi-nuccore-aav-short	Primate1	AAV1	VP	1800
FB292923	ncbi-nuccore-aav-short	Primate1	AAV1	VP	1605
FB295592	ncbi-nuccore-aav-short	Primate1	-	-	272
FB295593	ncbi-nuccore-aav-short	Primate1	-	-	272
FB722412	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
FW590643	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
FW590644	ncbi-nuccore-aav-short	Primate1	-	NS	1194
FW590645	ncbi-nuccore-aav-short	-	-	NS	1194
FW590646	ncbi-nuccore-aav-short	-	-	NS	1194
FW590647	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
FW590648	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
FW590650	ncbi-nuccore-aav-short	Primate1	-	NS	1194
FZ418914	ncbi-nuccore-aav-short	Primate1	-	-	146
FZ418915	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
GN041925	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
GN041926	ncbi-nuccore-aav-short	Primate1	-	NS	1194
GN041927	ncbi-nuccore-aav-short	-	-	NS	1194
GN041928	ncbi-nuccore-aav-short	-	-	NS	1194
GN041929	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
GN041931	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
GN041934	ncbi-nuccore-aav-short	Primate1	-	NS	1194
GN116628	ncbi-nuccore-aav-short	Primate1	-	-	146
GN116629	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
HC000038	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
HC000039	ncbi-nuccore-aav-short	Primate1	-	NS	1194
HC000040	ncbi-nuccore-aav-short	-	-	NS	1194
HC000041	ncbi-nuccore-aav-short	-	-	NS	1194
HC000042	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
HC000044	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
HC000068	ncbi-nuccore-aav-short	Primate1	-	NS	1966
HC507726	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HC507727	ncbi-nuccore-aav-short	Primate1	-	-	146
HH759581	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HH759582	ncbi-nuccore-aav-short	Primate1	-	-	146
HH935034	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HH935035	ncbi-nuccore-aav-short	Primate1	-	-	146
HV228243	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HV591549	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2172
HV591550	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2181
HV698576	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HV698577	ncbi-nuccore-aav-short	Primate1	-	-	146
HV749698	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
HV749699	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2205
HV749700	ncbi-nuccore-aav-short	Primate1	-	VP	2208
HV749704	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
HV749705	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
HV749706	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
HV945072	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HV945073	ncbi-nuccore-aav-short	Primate1	-	-	146
HV955994	ncbi-nuccore-aav-short	Primate1	AAV2	VP	627
HV955995	ncbi-nuccore-aav-short	Primate1	AAV1	VP	678
HV955996	ncbi-nuccore-aav-short	Primate1	AAV3	VP	627
HV955997	ncbi-nuccore-aav-short	Primate1	AAV4	VP	597
HV955998	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	681
HV955999	ncbi-nuccore-aav-short	Primate1	-	VP	678
HV956000	ncbi-nuccore-aav-short	Primate1	AAV7	VP	681
HV956001	ncbi-nuccore-aav-short	Primate1	AAV8	VP	684
HV956002	ncbi-nuccore-aav-short	Primate1	-	VP	681
HV956003	ncbi-nuccore-aav-short	Primate1	AAV10	VP	606
HV956004	ncbi-nuccore-aav-short	Primate1	AAV11	VP	594
HV956005	ncbi-nuccore-aav-short	Primate1	-	VP	621
HV956006	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	600
HV956008	ncbi-nuccore-aav-short	Primate1	-	VP	627
HV956018	ncbi-nuccore-aav-short	Primate1	AAV1	VP	286
HV956019	ncbi-nuccore-aav-short	Primate1	AAV3	VP	286
HV956020	ncbi-nuccore-aav-short	Primate1	AAV4	VP	286
HV956021	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	286
HV956022	ncbi-nuccore-aav-short	Primate1	-	VP	286
HV956023	ncbi-nuccore-aav-short	Primate1	AAV7	VP	286
HV956024	ncbi-nuccore-aav-short	Primate1	AAV8	VP	286
HV956025	ncbi-nuccore-aav-short	Primate1	AAV10	VP	286
HV956026	ncbi-nuccore-aav-short	Primate1	AAV11	VP	286
HV956094	ncbi-nuccore-aav-short	Primate1	AAV2	VP	286
HV961290	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2211
HV961291	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
HV961292	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2175
HV961293	ncbi-nuccore-aav-short	Primate1	-	VP	2211
HV961294	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
HV961295	ncbi-nuccore-aav-short	Primate1	AAV8	VP	1908
HV961296	ncbi-nuccore-aav-short	Primate1	-	VP	2211
HV971038	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HV971039	ncbi-nuccore-aav-short	Primate1	-	-	146
HW158045	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HW158046	ncbi-nuccore-aav-short	Primate1	-	-	145
HW312152	ncbi-nuccore-aav-short	Primate1	-	-	168
HW413256	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
HW503747	ncbi-nuccore-aav-short	Primate1	-	-	145
HW503748	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HW509617	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	2172
HW509618	ncbi-nuccore-aav-short	Mammalian1	CAAV	VP	2181
HW580769	ncbi-nuccore-aav-short	Primate1	-	-	144
HW580770	ncbi-nuccore-aav-short	Primate1	-	-	145
HW608041	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HW608042	ncbi-nuccore-aav-short	Primate1	AAV2	-	144
HW797966	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
HW797967	ncbi-nuccore-aav-short	Primate1	-	NS	1194
HW797968	ncbi-nuccore-aav-short	-	-	NS	1194
HW797969	ncbi-nuccore-aav-short	-	-	NS	1194
HW797970	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1194
HW797971	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
HW797973	ncbi-nuccore-aav-short	Primate1	-	NS	1194
HW807352	ncbi-nuccore-aav-short	Primate1	-	-	168
HW904390	ncbi-nuccore-aav-short	Primate1	AAV1	VP	2208
HW904391	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2205
HW904392	ncbi-nuccore-aav-short	Primate1	-	VP	2208
HW904396	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
HW904397	ncbi-nuccore-aav-short	Primate1	AAV3	-	125
HW904398	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1611
HW917026	ncbi-nuccore-aav-short	Primate1	-	NS	1966
HW917027	ncbi-nuccore-aav-short	Primate1	AAV2	NS	1876
HZ042746	ncbi-nuccore-aav-short	Primate1	-	VP	2217
HZ179495	ncbi-nuccore-aav-short	Primate1	AAV2	-	130
HZ179503	ncbi-nuccore-aav-short	Primate1	AAV2	-	145
HZ179504	ncbi-nuccore-aav-short	Primate1	AAV2	VP	2208
HZ179505	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2217
HZ796968	ncbi-nuccore-aav-short	Primate1	AAV2	VP	627
HZ796969	ncbi-nuccore-aav-short	Primate1	AAV1	VP	678
HZ796970	ncbi-nuccore-aav-short	Primate1	AAV3	VP	627
HZ796971	ncbi-nuccore-aav-short	Primate1	AAV4	VP	597
HZ796972	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	681
HZ796973	ncbi-nuccore-aav-short	Primate1	-	VP	678
HZ796974	ncbi-nuccore-aav-short	Primate1	AAV7	VP	681
HZ796975	ncbi-nuccore-aav-short	Primate1	AAV8	VP	684
HZ796976	ncbi-nuccore-aav-short	Primate1	-	VP	681
HZ796977	ncbi-nuccore-aav-short	Primate1	AAV10	VP	606
HZ796978	ncbi-nuccore-aav-short	Primate1	AAV11	VP	594
HZ796979	ncbi-nuccore-aav-short	Primate1	-	VP	621
HZ796980	ncbi-nuccore-aav-short	Mammalian1	BAAV	VP	600
HZ796982	ncbi-nuccore-aav-short	Primate1	-	VP	627
HZ796992	ncbi-nuccore-aav-short	Primate1	AAV1	VP	286
HZ796993	ncbi-nuccore-aav-short	Primate1	AAV3	VP	286
HZ796994	ncbi-nuccore-aav-short	Primate1	AAV4	VP	286
HZ796995	ncbi-nuccore-aav-short	Mammalian1	AAV5	VP	286
HZ796996	ncbi-nuccore-aav-short	Primate1	-	VP	286
HZ796997	ncbi-nuccore-aav-short	Primate1	AAV7	VP	286
HZ796998	ncbi-nuccore-aav-short	Primate1	AAV8	VP	286
HZ796999	ncbi-nuccore-aav-short	Primate1	AAV10	VP	286
HZ797000	ncbi-nuccore-aav-short	Primate1	AAV11	VP	286
HZ797068	ncbi-nuccore-aav-short	Primate1	AAV2	VP	286
J01902	ncbi-nuccore-aav-short	Primate1	AAV2	NS	2116
JA062574	ncbi-nuccore-aav-short	Primate1	-	VP	2211
JA062575	ncbi-nuccore-aav-short	Primate1	-	VP	2211
JA062576	ncbi-nuccore-aav-short	Primate1	-	VP	2211
JA062577	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062578	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062579	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062580	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062581	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062582	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062583	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062584	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062585	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062586	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062587	ncbi-nuccore-aav-short	Primate1	AAV10	VP	2217
JA062588	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062589	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062590	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062591	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062592	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062593	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062594	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062595	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062596	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062597	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062598	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062599	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062600	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062601	ncbi-nuccore-aav-short	Primate1	-	VP	2196
JA062602	ncbi-nuccore-aav-short	Primate1	-	VP	2196
JA062603	ncbi-nuccore-aav-short	Primate1	-	VP	2196
JA062604	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062605	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062606	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062607	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062608	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062609	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062610	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062611	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2217
JA062612	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062613	ncbi-nuccore-aav-short	Primate1	AAV7	VP	2214
JA062614	ncbi-nuccore-aav-short	Primate1	-	VP	2214
JA062615	ncbi-nuccore-aav-short	Primate1	-	VP	2217
JA062616	ncbi-nuccore-aav-short	Primate1	AAV8	VP	2211
JA062617	ncbi-nuccore-aav-short	Primate1	-	VP	2211
JA062618	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062619	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062620	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062621	ncbi-nuccore-aav-short	Primate1	-	VP	2209
JA062622	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062623	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062624	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062625	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062626	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062627	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062628	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062629	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062630	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062631	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062632	ncbi-nuccore-aav-short	Primate1	-	VP	2208
JA062633	ncbi-nuccore-aav-short	Primate1	-	VP	2208
